RootID,Self-assessment,Root,mnemonics,"all derivativies ( Formula column, do not edit)",me- group,me -- kan,ber-,per- group,di-,ter-,ke-,-nya,-kan,se-,idion,peribahasa,Gabungan,synonym,turunan,#N/A,Spelling_L1,OtherLang,Level_LCC_L1,Level_OS_L1,Level_AKD_L1,CEFR,Root wihtout meaning,chatGPT-Find derivaties,kbbi url,wikitonary,word in original language,#N/A,#N/A
2928,,letih,,"letih -      (adj) tired; exhausted; weary (= cape; l...
keletihan -      (adj) fatigued; exhausted; too tired; (n...
meletihkan -      (v) wear out; become tired; fatigue
",letih -      (adj) tired; exhausted; weary (= cape; l...,keletihan -      (adj) fatigued; exhausted; too tired; (n...,,,meletihkan -      (v) wear out; become tired; fatigue,,,,,,,,,"a tidak bertenaga (karena baru selesai kerja berat dan sebagainya); lelah sekali: sehabis mendaki gunung, badan kami terasa sangat --Usulkan makna baru",,berletih; berletih-letih; keletihan; meletihkan,BK,NotE,15000,12000,20000,B1L,letih,Can you list all derivatives of the Indonesian root wordletih,https://kbbi.kemdikbud.go.id/entri/letih,https://en.wiktionary.org/wiki/letih#Indonesian,,letih lesu; letih letak,letih lesu; letih letak
2929,,itik,,"itik -      (n) duck (= bebek)


",itik -      (n) duck (= bebek),,,,,,,,,,,,,"n burung air berukuran sedang, berenang dengan kaki pendek berselaput dan memiliki paruh lebar, pipih dan membulat di ujungnya, hidup liar di habitat perairan, memakan biji-bijian, rumput-rumputan, umbi-umbian, dan hewan kecil yang terdapat di habitatnya〔Anatidae〕 Usulkan makna baru",,itik air; itik alabio; itik bali; itik benjut; itik domestikasi; itik laut; itik liar; itik liar kecil; itik manila; itik melewar; itik surati,BK,NotE,13000,24000,14000,B1L,itik,Can you list all derivatives of the Indonesian root worditik,https://kbbi.kemdikbud.go.id/entri/itik,https://en.wiktionary.org/wiki/itik#Indonesian,,"asal ayam pulang ke lumbung, asal itik pulang ke pelimbahan; ayam itik raja pada tempatnya; bagai itik pulang petang; itik berenang di laut (air), mati kehausan; itik bertaji; seperti itik mendengar guntur; sudah tidak tersudu oleh angsa, baharu diberikan kepada itik; tak usah diajar itik berenang; tersabung akan induk ayam (tersabung akan itik)","asal ayam pulang ke lumbung, asal itik pulang ke pelimbahan; ayam itik raja pada tempatnya; bagai itik pulang petang; itik berenang di laut (air), mati kehausan; itik bertaji; seperti itik mendengar guntur; sudah tidak tersudu oleh angsa, baharu diberikan kepada itik; tak usah diajar itik berenang; tersabung akan induk ayam (tersabung akan itik)"
2930,,protestan,,"protestan -      Protestant
protestanisme -      (n) Protestantism

",protestan -      Protestant,protestanisme -      (n) Protestantism,,,,,,,,,,,,,,,BK,ENG,13000,22000,18000,B1L,protestan,Can you list all derivatives of the Indonesian root wordprotestan,https://kbbi.kemdikbud.go.id/entri/protestan,https://en.wiktionary.org/wiki/protestan#Indonesian,,,
2931,,kamp,,"kamp -      (n) camp; temporary living quarters for ...


",kamp -      (n) camp; temporary living quarters for ...,,,,,,,,,,,,,,,,BK,ENG,14000,3000,7000,B1L,kamp,Can you list all derivatives of the Indonesian root wordkamp,https://kbbi.kemdikbud.go.id/entri/kamp,https://en.wiktionary.org/wiki/kamp#Indonesian,,,
2932,,suster,,"suster -      (n) sister (religious); nun; nurse


",suster -      (n) sister (religious); nun; nurse,,,,,,,,,,,,,,,,BK,ENG,17000,4000,19000,B1L,suster,Can you list all derivatives of the Indonesian root wordsuster,https://kbbi.kemdikbud.go.id/entri/suster,https://en.wiktionary.org/wiki/suster#Indonesian,,,
2933,,keranjang,,"keranjang -      (n) basket; crate; wooden crate


",keranjang -      (n) basket; crate; wooden crate,,,,,,,,,,,,,,,,BK,JAV,14000,6000,16000,B1L,keranjang,Can you list all derivatives of the Indonesian root wordkeranjang,https://kbbi.kemdikbud.go.id/entri/keranjang,https://en.wiktionary.org/wiki/keranjang#Indonesian,,,
2934,,parade,,"parade -      (n) parade; a public procession


",parade -      (n) parade; a public procession,,,,,,,,,,,,,,,,BK,ENG,17000,8000,9000,B1L,parade,Can you list all derivatives of the Indonesian root wordparade,https://kbbi.kemdikbud.go.id/entri/parade,https://en.wiktionary.org/wiki/parade#Indonesian,,,
2935,,trotoar,,"trotoar -      (n) sidewalk; pavement walkway


",trotoar -      (n) sidewalk; pavement walkway,,,,,,,,,,,,,"n tepi jalan besar yang sedikit lebih tinggi daripada jalan tersebut, tempat orang berjalan kakiUsulkan makna baru",,,BK,NotE,13000,10000,8000,B1L,trotoar,Can you list all derivatives of the Indonesian root wordtrotoar,https://kbbi.kemdikbud.go.id/entri/trotoar,https://en.wiktionary.org/wiki/trotoar#Indonesian,,,
2936,,gay,,"gay -      (n) gay; homosexual


",gay -      (n) gay; homosexual,,,,,,,,,,,,,,,,BK,ENG,14000,3000,7000,B1L,gay,Can you list all derivatives of the Indonesian root wordgay,https://kbbi.kemdikbud.go.id/entri/gay,https://en.wiktionary.org/wiki/gay#Indonesian,,,
2937,,gurih,,"gurih -      (adj) tasteful; savory; delicious; yummy...
kegurihan -      (n) pungency; piquancy (of fried fish ty...

",gurih -      (adj) tasteful; savory; delicious; yummy...,kegurihan -      (n) pungency; piquancy (of fried fish ty...,,,,,,,,,,,,,,,BK,,13000,30000,13000,B1L,gurih,Can you list all derivatives of the Indonesian root wordgurih,https://kbbi.kemdikbud.go.id/entri/gurih,https://en.wiktionary.org/wiki/gurih#Indonesian,,,
2938,,zaitun,,"zaitun -      (n) olives; olive tree


",zaitun -      (n) olives; olive tree,,,,,,,,,,,,,,,,BK,ARA,15000,11000,19000,B1L,zaitun,Can you list all derivatives of the Indonesian root wordzaitun,https://kbbi.kemdikbud.go.id/entri/zaitun,https://en.wiktionary.org/wiki/zaitun#Indonesian,,,
2939,,hertz,,"hertz -      (n) hertz (Hz)
gigahertz -      (n) gigahertz (GHz)
megahertz -      (n) megahertz (MHz)
",hertz -      (n) hertz (Hz),gigahertz -      (n) gigahertz (GHz),,,megahertz -      (n) megahertz (MHz),,,,,,,,,,,,BK,ENG,70000,30000,45000,B1L,hertz,Can you list all derivatives of the Indonesian root wordhertz,https://kbbi.kemdikbud.go.id/entri/hertz,https://en.wiktionary.org/wiki/hertz#Indonesian,,,
2940,,tenar -      (adj) popular; famous; well-known; (adj)...,,"ketenaran -      (n) popularity; fame

ketenarannya -  his fame
",,,,,,,ketenaran -      (n) popularity; fame,ketenarannya -  his fame,,,,,,ketenaran; menenarkan,,,BK,NotE,22000,22000,14000,B1L,tenar,Can you list all derivatives of the Indonesian root wordtenar,https://kbbi.kemdikbud.go.id/entri/tenar,https://en.wiktionary.org/wiki/tenar#Indonesian,,,
2941,,rajawali,,"rajawali -      (n) eagle; large hawk; sparrow hawk


",rajawali -      (n) eagle; large hawk; sparrow hawk,,,,,,,,,,,,,,,,BK,SAN,14000,35000,6000,B1L,rajawali,Can you list all derivatives of the Indonesian root wordrajawali,https://kbbi.kemdikbud.go.id/entri/rajawali,https://en.wiktionary.org/wiki/rajawali#Indonesian,,,
2942,,arogan,,"arogan -      (adj) arrogant
arogansi -      (n) arrogance; haughtiness; snobbishness

",arogan -      (adj) arrogant,arogansi -      (n) arrogance; haughtiness; snobbishness,,,,,,,,,,,,,,,BK,ENG,18000,12000,14000,B1L,arogan,Can you list all derivatives of the Indonesian root wordarogan,https://kbbi.kemdikbud.go.id/entri/arogan,https://en.wiktionary.org/wiki/arogan#Indonesian,,,
2943,,badak,,"badak -      (n) rhinoceros; a large thick-skinned an...


",badak -      (n) rhinoceros; a large thick-skinned an...,,,,,,,,,,,,,"n binatang menyusui yang berkulit tebal, bercula satu atau dua, termasuk suku RhinocerotidaeUsulkan makna baru",,badak air; badak api; badak babi; badak bengkak; badak gajah; badak jawa; badak kerbau; badak raya; badak sumatra; badak sumbu; badak tampung,BK,NotE,19000,11000,9000,B1L,badak,Can you list all derivatives of the Indonesian root wordbadak,https://kbbi.kemdikbud.go.id/entri/badak,https://en.wiktionary.org/wiki/badak#Indonesian,,anak badak dihambat-hambat; badak makan anak,anak badak dihambat-hambat; badak makan anak
2944,,asal; usul,,"asal-usul -      (adv) at the origin; in the very beginni...


",asal-usul -      (adv) at the origin; in the very beginni...,,,,,,,,,,,,,,,,BK,,16000,18000,12000,B1L,asal; usul,Can you list all derivatives of the Indonesian root wordasal; usul,https://kbbi.kemdikbud.go.id/entri/asal; usul,https://en.wiktionary.org/wiki/asal; usul#Indonesian,,,
2945,,banteng,,"banteng -      (n) wild cattle; wild ox; wild buffalo; ...


",banteng -      (n) wild cattle; wild ox; wild buffalo; ...,,,,,,,,,,,,,,,,BK,,22000,5000,7000,B1L,banteng,Can you list all derivatives of the Indonesian root wordbanteng,https://kbbi.kemdikbud.go.id/entri/banteng,https://en.wiktionary.org/wiki/banteng#Indonesian,,,
2946,,selancar,,"berselancar -      (v) surf
selancar -      (n) surfing
peselancar -      (n) surfer
",berselancar -      (v) surf,selancar -      (n) surfing,,,peselancar -      (n) surfer,,,,,,,,,berselancar; peselancar,,,BK,NotE,20000,10000,15000,B1L,selancar,Can you list all derivatives of the Indonesian root wordselancar,https://kbbi.kemdikbud.go.id/entri/selancar,https://en.wiktionary.org/wiki/selancar#Indonesian,,,
2947,,riang,,"riang -      (adj) cheerful; jolly; merry; perky; lig...
periang -      (n) optimist; cheerful person; jolly per...
keriangan -      (n) exuberance; hilarity; joy; cheer; ch...
",riang -      (adj) cheerful; jolly; merry; perky; lig...,periang -      (n) optimist; cheerful person; jolly per...,,,keriangan -      (n) exuberance; hilarity; joy; cheer; ch...,,,,,,,,,a suka hati; girang sekali: dengan -- ia menyambut kedatangankuUsulkan makna baru,,beriang-riang; keriangan; meriangkan; periang,BK,NotE,17000,12000,20000,B1L,riang,Can you list all derivatives of the Indonesian root wordriang,https://kbbi.kemdikbud.go.id/entri/riang,https://en.wiktionary.org/wiki/riang#Indonesian,,riang gembira; riang hati; riang mulut; riang ria,riang gembira; riang hati; riang mulut; riang ria
2948,,pusar,,"pusar -      (n) curl; a hair curler or coil; place w...
pusaran -      (n) whirl; whorl; vortex; rotation; swir...
berpusar -      (v) revolve; turn
",pusar -      (n) curl; a hair curler or coil; place w...,pusaran -      (n) whirl; whorl; vortex; rotation; swir...,,,berpusar -      (v) revolve; turn,,,,,,,,,berpusar; berpusar-pusar; memusar; pusar-pusar; pusaran,,pusar kepala,BK,NotE,28000,18000,26000,B1L,pusar,Can you list all derivatives of the Indonesian root wordpusar,https://kbbi.kemdikbud.go.id/entri/pusar,https://en.wiktionary.org/wiki/pusar#Indonesian,,,
2949,,busa,,"busa -      (n) foam (of soap or mouth from talking ...
berbusa -      (v) be foamed up; lathered; bubbly
berbusa-busa -      (v) be foamed up; lathered; bubbly
berbusa-busa
",busa -      (n) foam (of soap or mouth from talking ...,berbusa -      (v) be foamed up; lathered; bubbly,,,berbusa-busa -      (v) be foamed up; lathered; bubbly,,,,,berbusa-busa,,,,berbusa,,busa cukur,BK,NotE,16000,12000,18000,B1L,busa,Can you list all derivatives of the Indonesian root wordbusa,https://kbbi.kemdikbud.go.id/entri/busa,https://en.wiktionary.org/wiki/busa#Indonesian,,"n karet gembus dan empuk, biasanya untuk isi jok atau kasurUsulkan makna baru","n karet gembus dan empuk, biasanya untuk isi jok atau kasurUsulkan makna baru"
2950,,lelap,,"terlelap -      (v pass) soundly asleep
lelap -      (v) be gone; fainted; sound asleep (= ti...
melelapkan -      (v) fall asleep; bore
",terlelap -      (v pass) soundly asleep,lelap -      (v) be gone; fainted; sound asleep (= ti...,,,melelapkan -      (v) fall asleep; bore,,,,,,,,,melelapkan; terlelap,,"tidur tak lelap, makan tak kenyang",BK,NotE,20000,22000,22000,B1L,lelap,Can you list all derivatives of the Indonesian root wordlelap,https://kbbi.kemdikbud.go.id/entri/lelap,https://en.wiktionary.org/wiki/lelap#Indonesian,,bagai minyak lelap,bagai minyak lelap
2951,,kuis,,"kuis -      (n) quiz; (v) kick (to the side); parry;...


",kuis -      (n) quiz; (v) kick (to the side); parry;...,,,,,,,,,,,,,,,,BK,ENG,16000,15000,15000,B1L,kuis,Can you list all derivatives of the Indonesian root wordkuis,https://kbbi.kemdikbud.go.id/entri/kuis,https://en.wiktionary.org/wiki/kuis#Indonesian,,,
2952,,mendung,,"mendung -      (n) cloud (=awan yang mengandung hujan);...


",mendung -      (n) cloud (=awan yang mengandung hujan);...,,,,,,,,,,,,,,,,BK,,16000,17000,9000,B1L,mendung,Can you list all derivatives of the Indonesian root wordmendung,https://kbbi.kemdikbud.go.id/entri/mendung,https://en.wiktionary.org/wiki/mendung#Indonesian,,,
2953,,audisi,,"audisi -      (n) audition; a trial performance; a try...
mengaudisi -      (v pass) auditioned
beraudisi -      (v) having an audition or trial performa...
",audisi -      (n) audition; a trial performance; a try...,mengaudisi -      (v pass) auditioned,,,beraudisi -      (v) having an audition or trial performa...,,,,,,,,,,,,BK,ENG,16000,5000,11000,B1L,audisi,Can you list all derivatives of the Indonesian root wordaudisi,https://kbbi.kemdikbud.go.id/entri/audisi,https://en.wiktionary.org/wiki/audisi#Indonesian,,,
2954,,volt,,"volt -      (n) volt; unit of electrical measurement
voltase -      (n) voltage; an electrical measurement e...
voltmeter -      (n) voltmeter (instrument for measuring ...
",volt -      (n) volt; unit of electrical measurement,voltase -      (n) voltage; an electrical measurement e...,,,voltmeter -      (n) voltmeter (instrument for measuring ...,,,,,,,,,,,,BK,ENG,26000,17000,14000,B1L,volt,Can you list all derivatives of the Indonesian root wordvolt,https://kbbi.kemdikbud.go.id/entri/volt,https://en.wiktionary.org/wiki/volt#Indonesian,,,
2955,,aksen,,"aksen -      (n) accent; stress; emphasis
beraksen -      (v) have an accent; be accented; be acce...

",aksen -      (n) accent; stress; emphasis,beraksen -      (v) have an accent; be accented; be acce...,,,,,,,,,,,,,,,BK,ENG,16000,7000,14000,B1L,aksen,Can you list all derivatives of the Indonesian root wordaksen,https://kbbi.kemdikbud.go.id/entri/aksen,https://en.wiktionary.org/wiki/aksen#Indonesian,,,
2956,,medikasi,,"medik -      (n) medic; a medical specialist (= juru ...
medikal -      (adj) medical
medikasi -      (n) medication; medicine used to treat a...
",medik -      (n) medic; a medical specialist (= juru ...,medikal -      (adj) medical,,,medikasi -      (n) medication; medicine used to treat a...,,,,,,,,,,,,BK,ENG,20000,19000,16000,B1L,medikasi,Can you list all derivatives of the Indonesian root wordmedikasi,https://kbbi.kemdikbud.go.id/entri/medikasi,https://en.wiktionary.org/wiki/medikasi#Indonesian,,,
2957,,ngak,,"ngak -      (p) (colq) no; not; nope


",ngak -      (p) (colq) no; not; nope,,,,,,,,,,,,,,,,BK,,15000,28000,60000,B1L,ngak,Can you list all derivatives of the Indonesian root wordngak,https://kbbi.kemdikbud.go.id/entri/ngak,https://en.wiktionary.org/wiki/ngak#Indonesian,,,
2958,,galaksi,,"galaksi -      (n) galaxy; a very large cluster of star...


",galaksi -      (n) galaxy; a very large cluster of star...,,,,,,,,,,,,,,,,BK,ENG,17000,4000,14000,B1L,galaksi,Can you list all derivatives of the Indonesian root wordgalaksi,https://kbbi.kemdikbud.go.id/entri/galaksi,https://en.wiktionary.org/wiki/galaksi#Indonesian,,,
2959,,versus,,"versus -      (p) versus; against


",versus -      (p) versus; against,,,,,,,,,,,,,,,,BK,ENG,16000,19000,9000,B1L,versus,Can you list all derivatives of the Indonesian root wordversus,https://kbbi.kemdikbud.go.id/entri/versus,https://en.wiktionary.org/wiki/versus#Indonesian,,,
2960,,tahi,,"tahi -      non-standard spelling ((n) excrement; feces; shit)


",tahi -      non-standard spelling ((n) excrement; feces; shit),,,,,,,,,,,,,tahi angin; tahi ayam; tahi babi; tahi besi; tahi bintang; tahi candu; tahi gagak; tahi gergaji; tahi gigi; tahi hidung; tahi kerbau; tahi ketam; tahi kikir; tahi kuku; tahi kuping; tahi lalat; tahi mata; tahi minyak; tahi palat; tahi tangki; tahi telinga; tahi tembaga,,"campak bunga dibalas dengan campak tahi; daripada hidup bercermin bangkai, lebih baik mati berkalang tanah (daripada hidup berlumur tahi, lebih baik mati bertimbun bunga); hangat-hangat tahi ayam; hitam, hitam tahi minyak dimakan juga, putih-putih ampas kelapa dibuang; jauh bau bunga, dekat bau tahi",TB,NotE,35000,5000,16000,B1L,tahi,Can you list all derivatives of the Indonesian root wordtahi,https://kbbi.kemdikbud.go.id/entri/tahi,https://en.wiktionary.org/wiki/tahi#Indonesian,,ketumbi tahi ayam,ketumbi tahi ayam
2961,,ketiak,,"ketiak -      (n) armpit; the hollow area under the ar...


",ketiak -      (n) armpit; the hollow area under the ar...,,,,,,,,,,,,,,,,BK,,17000,20000,19000,B1L,ketiak,Can you list all derivatives of the Indonesian root wordketiak,https://kbbi.kemdikbud.go.id/entri/ketiak,https://en.wiktionary.org/wiki/ketiak#Indonesian,,,
2962,,manga,,"manga -      (n) manga; Japanese comic books
mangaka -      (n) writer/artist of manga (Japanese com...

",manga -      (n) manga; Japanese comic books,mangaka -      (n) writer/artist of manga (Japanese com...,,,,,,,,,,,,,,,BK,ENG,20000,26000,24000,B1L,manga,Can you list all derivatives of the Indonesian root wordmanga,https://kbbi.kemdikbud.go.id/entri/manga,https://en.wiktionary.org/wiki/manga#Indonesian,,,
2963,,piramida,,"piramida -      (n) pyramid (ancient Egyptian tombs)


",piramida -      (n) pyramid (ancient Egyptian tombs),,,,,,,,,,,,,,,,BK,ENG,19000,7000,14000,B1L,piramida,Can you list all derivatives of the Indonesian root wordpiramida,https://kbbi.kemdikbud.go.id/entri/piramida,https://en.wiktionary.org/wiki/piramida#Indonesian,,,
2964,,santan,,"santan -      (n) coconut milk
bersantan -      (v) preparing food with coconut milk

",santan -      (n) coconut milk,bersantan -      (v) preparing food with coconut milk,,,,,,,,,,,,n air perahan kelapa yang sudah dikukurUsulkan makna baru,,bersantan; semantan,BK,NotE,17000,70000,17000,B1L,santan,Can you list all derivatives of the Indonesian root wordsantan,https://kbbi.kemdikbud.go.id/entri/santan,https://en.wiktionary.org/wiki/santan#Indonesian,,santan bubuk; santan instan; santan pecah,santan bubuk; santan instan; santan pecah
2965,,alfa,,"alfa -      (n) alfa (the first letter of the Greek ...


",alfa -      (n) alfa (the first letter of the Greek ...,,,,,,,,,,,,,,,,BK,ENG,24000,19000,14000,B1L,alfa,Can you list all derivatives of the Indonesian root wordalfa,https://kbbi.kemdikbud.go.id/entri/alfa,https://en.wiktionary.org/wiki/alfa#Indonesian,,,
2966,,kukus,,"kukus -      (n) steam; vapor; smoke
mengukus -      (v) steamed; distilled; vaporized
kukusan -      (n) rice steamer; rice cooker
",kukus -      (n) steam; vapor; smoke,mengukus -      (v) steamed; distilled; vaporized,,,kukusan -      (n) rice steamer; rice cooker,,,,,,,,,n uap (asap air panas) di sekitar dan di atas titik didih air; air dalam bentuk uapUsulkan makna baru,,berkukus; kukusan; mengukus; pengukus; pengukusan,BK,NotE,40000,28000,60000,B1L,kukus,Can you list all derivatives of the Indonesian root wordkukus,https://kbbi.kemdikbud.go.id/entri/kukus,https://en.wiktionary.org/wiki/kukus#Indonesian,,,
2967,,pedal,,"pedal -      (n) pedal; a lever operated by the foot
bipedal -      (adj) bipedal; (n) bipedalism (related t...
berpedal -      (v) with a pedal
",pedal -      (n) pedal; a lever operated by the foot,bipedal -      (adj) bipedal; (n) bipedalism (related t...,,,berpedal -      (v) with a pedal,,,,,,,,,,,,BK,ENG,17000,14000,13000,B1L,pedal,Can you list all derivatives of the Indonesian root wordpedal,https://kbbi.kemdikbud.go.id/entri/pedal,https://en.wiktionary.org/wiki/pedal#Indonesian,,,
2968,,lembur,,"lembur -      (n) overtime; overtime work


",lembur -      (n) overtime; overtime work,,,,,,,,,,,,,,,,BK,JAV,17000,7000,15000,B1L,lembur,Can you list all derivatives of the Indonesian root wordlembur,https://kbbi.kemdikbud.go.id/entri/lembur,https://en.wiktionary.org/wiki/lembur#Indonesian,,,
2969,,teka-teki,,"teka-teki -      (n) puzzle; riddle; charade; quiz


",teka-teki -      (n) puzzle; riddle; charade; quiz,,,,,,,,,,,,,berteka-teki,,teka-teki silang,BK,NotE,19000,5000,13000,B1L,teka-teki,Can you list all derivatives of the Indonesian root wordteka-teki,https://kbbi.kemdikbud.go.id/entri/teka-teki,https://en.wiktionary.org/wiki/teka-teki#Indonesian,,,
2970,,akuatik,,"akuarium -      (n) aquarium; glass tank containing fish...
akuatik -      (adj) aquatic; pertaining to water
akuakultur -      (n) aquaculture (cultivation of fish and...
",akuarium -      (n) aquarium; glass tank containing fish...,akuatik -      (adj) aquatic; pertaining to water,,,akuakultur -      (n) aquaculture (cultivation of fish and...,,,,,,,,,,,,BK,ENG,22000,12000,24000,B1L,akuatik,Can you list all derivatives of the Indonesian root wordakuatik,https://kbbi.kemdikbud.go.id/entri/akuatik,https://en.wiktionary.org/wiki/akuatik#Indonesian,,,
2971,,tumpul,,"tumpul -      (adj) blunt; dull; slow-witted
menumpulkan -      (v) make someone slow-witted
ketumpulan -      (n) bluntness; dullness; slow-wittedness
",tumpul -      (adj) blunt; dull; slow-witted,menumpulkan -      (v) make someone slow-witted,,,ketumpulan -      (n) bluntness; dullness; slow-wittedness,,,,,,,,,ketumpulan; menumpul; menumpulkan,,"jika pisau tiada berbaja, makin dikikir bertambah tumpul; yang tajam tumpul, yang bisa tawar",BK,NotE,18000,13000,13000,B1L,tumpul,Can you list all derivatives of the Indonesian root wordtumpul,https://kbbi.kemdikbud.go.id/entri/tumpul,https://en.wiktionary.org/wiki/tumpul#Indonesian,,,
2972,,karnaval,,"karnaval -      (n) carnival; fun fair


",karnaval -      (n) carnival; fun fair,,,,,,,,,,,,,,,,BK,ENG,22000,11000,10000,B1L,karnaval,Can you list all derivatives of the Indonesian root wordkarnaval,https://kbbi.kemdikbud.go.id/entri/karnaval,https://en.wiktionary.org/wiki/karnaval#Indonesian,,,
2973,,kerikil,,"kerikil -      (n) gravel; pebbles; small rocks used to...
berkerkil -      (v) with gravel, pebbles, etc.; having a...

",kerikil -      (n) gravel; pebbles; small rocks used to...,"berkerkil -      (v) with gravel, pebbles, etc.; having a...",,,,,,,,,,,,berkerikil; mengerikil; mengerikili; pengerikilan,,,BK,JAV,19000,13000,17000,B1L,kerikil,Can you list all derivatives of the Indonesian root wordkerikil,https://kbbi.kemdikbud.go.id/entri/kerikil,https://en.wiktionary.org/wiki/kerikil#Indonesian,,,
2974,,gulma,,"gulma -      (n) weeds; unwanted vegetation


",gulma -      (n) weeds; unwanted vegetation,,,,,,,,,,,,,n tumbuhan yang termasuk bangsa rumput yang merupakan pengganggu bagi kehidupan tanaman utama; tumbuhan penggangguUsulkan makna baru,,,BK,NotE,18000,15000,60000,B1L,gulma,Can you list all derivatives of the Indonesian root wordgulma,https://kbbi.kemdikbud.go.id/entri/gulma,https://en.wiktionary.org/wiki/gulma#Indonesian,,,
2975,,kanvas,,"kanvas -      (n) canvas (heavy fabric for sails/oil p...
menganvaskan -      non-stndard spelling ((v) knock to the canvas (in boxing); rui…

",kanvas -      (n) canvas (heavy fabric for sails/oil p...,menganvaskan -      non-stndard spelling ((v) knock to the canvas (in boxing); rui…,,,,,,,,,,,,,,,BK,ENG,18000,14000,11000,B1L,kanvas,Can you list all derivatives of the Indonesian root wordkanvas,https://kbbi.kemdikbud.go.id/entri/kanvas,https://en.wiktionary.org/wiki/kanvas#Indonesian,,,
2976,,melon,,"melon -      (n) melon (academic name: Cucumis melo)


",melon -      (n) melon (academic name: Cucumis melo),,,,,,,,,,,,,,,,BK,ENG,20000,15000,15000,B1L,melon,Can you list all derivatives of the Indonesian root wordmelon,https://kbbi.kemdikbud.go.id/entri/melon,https://en.wiktionary.org/wiki/melon#Indonesian,,,
2977,,dengue,,"dengue -      (n) dengue; a type of deadly fever contr...


",dengue -      (n) dengue; a type of deadly fever contr...,,,,,,,,,,,,,,,,BK,ENG,24000,100K+ (3-5),16000,B1L,dengue,Can you list all derivatives of the Indonesian root worddengue,https://kbbi.kemdikbud.go.id/entri/dengue,https://en.wiktionary.org/wiki/dengue#Indonesian,,,
2978,,nangka,,"nangka -      (n) jack fruit


",nangka -      (n) jack fruit,,,,,,,,,,,,,,,,BK,,22000,70000,19000,B1L,nangka,Can you list all derivatives of the Indonesian root wordnangka,https://kbbi.kemdikbud.go.id/entri/nangka,https://en.wiktionary.org/wiki/nangka#Indonesian,,,
2979,,ransel,,"ransel -      (n) backpack; rucksack; knapsack


",ransel -      (n) backpack; rucksack; knapsack,,,,,,,,,,,,,,,,BK,DUT,22000,10000,14000,B1L,ransel,Can you list all derivatives of the Indonesian root wordransel,https://kbbi.kemdikbud.go.id/entri/ransel,https://en.wiktionary.org/wiki/ransel#Indonesian,,,
2980,,dek,,"dek -      (n) deck (derived from English); (n) cov...


",dek -      (n) deck (derived from English); (n) cov...,,,,,,,,,,,,,,,,BK,ENG,22000,5000,22000,B1L,dek,Can you list all derivatives of the Indonesian root worddek,https://kbbi.kemdikbud.go.id/entri/dek,https://en.wiktionary.org/wiki/dek#Indonesian,,,
2981,,kolagen,,"kolagen -      (n) collagen (type of protein found in b...


",kolagen -      (n) collagen (type of protein found in b...,,,,,,,,,,,,,,,,BK,ENG,19000,80000,30000,B1L,kolagen,Can you list all derivatives of the Indonesian root wordkolagen,https://kbbi.kemdikbud.go.id/entri/kolagen,https://en.wiktionary.org/wiki/kolagen#Indonesian,,,
2982,,cangkang,,"cangkang -      (n) shell (of eggs; oysters, etc.); the ...
bercangkang -      (v) having a shell; having a hard outer ...

","cangkang -      (n) shell (of eggs; oysters, etc.); the ...",bercangkang -      (v) having a shell; having a hard outer ...,,,,,,,,,,,,bercangkang,,a kurang sopan; kurang ajar terutama suka menjawab dengan keras apabila dimarahi (dinasihati)Usulkan makna baru,BK,NotE,22000,17000,18000,B1L,cangkang,Can you list all derivatives of the Indonesian root wordcangkang,https://kbbi.kemdikbud.go.id/entri/cangkang,https://en.wiktionary.org/wiki/cangkang#Indonesian,,,
2983,,dansa,,"dansa -      (n) dance (usually referring to Western ...
berdansa -      (v) dance (particularly Western style)
pedansa -      (n) dancer
",dansa -      (n) dance (usually referring to Western ...,berdansa -      (v) dance (particularly Western style),,,pedansa -      (n) dancer,,,,,,,,,,,,BK,ENG,30000,3000,19000,B1L,dansa,Can you list all derivatives of the Indonesian root worddansa,https://kbbi.kemdikbud.go.id/entri/dansa,https://en.wiktionary.org/wiki/dansa#Indonesian,,,
2984,,hit,,"hit -      (n) hit (pop music)


",hit -      (n) hit (pop music),,,,,,,,,,,,,,,,BK,ENG,22000,5000,12000,B1L,hit,Can you list all derivatives of the Indonesian root wordhit,https://kbbi.kemdikbud.go.id/entri/hit,https://en.wiktionary.org/wiki/hit#Indonesian,,,
2985,,gendut,,"gendut -      (adj) pregnant; (adj) fat; (adj) profita...
kegendutan -      (adj) too fat; overly fat
menggendutkan -      (v) fatten; make more fat
",gendut -      (adj) pregnant; (adj) fat; (adj) profita...,kegendutan -      (adj) too fat; overly fat,,,menggendutkan -      (v) fatten; make more fat,,,,,,,,,kegendutan; menggendut; menggenduti; menggendutkan,,,BK,NotE,22000,4000,5000,B1L,gendut,Can you list all derivatives of the Indonesian root wordgendut,https://kbbi.kemdikbud.go.id/entri/gendut,https://en.wiktionary.org/wiki/gendut#Indonesian,,,
2986,,pramugara,,"pramugari -      (n) flight attendant (female)
pramugara -      (n) cabin attendant (male)

",pramugari -      (n) flight attendant (female),pramugara -      (n) cabin attendant (male),,,,,,,,,,,,"n karyawan perusahaan pengangkutan umum (udara, darat, dan laut) yang bertugas melayani penumpangUsulkan makna baru",,kepramugaraan,BK,NotE,22000,10000,7000,B1L,pramugara,Can you list all derivatives of the Indonesian root wordpramugara,https://kbbi.kemdikbud.go.id/entri/pramugara,https://en.wiktionary.org/wiki/pramugara#Indonesian,,,
